Project,URL,Language
Survive the Deep End: PHP Security,[https://phpsecurity.](https://phpsecurity.readthedocs.io/en/latest/index.html),EN
WebMasterPro,[https://www.webmaste](https://www.webmasterpro.de/server/article/gaengige-sicherheitsprobleme-im-web.html),DE
Web Security,[http://www.iet.unipi](http://www.iet.unipi.it/g.dini/Teaching/ssi/materiale-didattico/WebSecurity.pdf),EN
Web Security for Dummies,[https://opensrs.com/](https://opensrs.com/wp-content/uploads/Website_Security_For_Dummies.pdf),EN
How to Secure your Website,[https://www.ipa.go.j](https://www.ipa.go.jp/files/000017318.pdf),EN
SecureNet,[https://www.bsi.bund](https://www.bsi.bund.de/SharedDocs/Downloads/DE/BSI/Publikationen/Studien/WebSec/WebSec.pdf),DE
Web Security in 2017,[http://johannh.me/sl](http://johannh.me/slides/web_security_2017.pdf),EN
Intro to Web Sec,[https://tproger.ru/t](https://tproger.ru/translations/hacker-101-introduction-to-web-security/),RU
Tproger,[https://tproger.ru/t](https://tproger.ru/tag/security/),RU
Cisco Guide,[http://nncit.tneu.ed](http://nncit.tneu.edu.ua/wp-content/uploads/2017/10/cisco_2017_mcr_071817_fnl_hq.pdf),RU
