Project,URL,Language
Ryanstutorials,[https://ryanstutoria](https://ryanstutorials.net/regular-expressions-tutorial/),EN
Re for Javascript,[http://www.visibone.](http://www.visibone.com/regular-expressions/),EN
Chortle,[https://chortle.ccsu](https://chortle.ccsu.edu/FiniteAutomata/Section07/sect07_14.html),EN
Mathworks,[https://www.mathwork](https://www.mathworks.com/help/matlab/matlab_prog/regular-expressions.html),EN
Algorithms 4th Edition,[https://algs4.cs.pri](https://algs4.cs.princeton.edu/lectures/54RegularExpressions.pdf),EN
Jmp,[https://www.jmp.com/](https://www.jmp.com/support/help/14/regular-expressions.shtml),EN
Wikibooks,[https://en.wikibooks](https://en.wikibooks.org/wiki/Regular_Expressions),EN
RE in 55 minutes,[https://qntm.org/fil](https://qntm.org/files/re/re.html),EN
Gnosis.cx,[http://gnosis.cx/pub](http://gnosis.cx/publish/programming/regular_expressions.html),EN
Glib Regex,[https://www.geany.or](https://www.geany.org/manual/gtk/glib/glib-regex-syntax.html),EN
Awesome Regex,[https://github.com/a](https://github.com/aloisdg/awesome-regex),EN
Tutorialspoint,[https://www.tutorial](https://www.tutorialspoint.com/automata_theory/regular_expressions.htm),EN
Geeks for Geeks,[https://www.geeksfor](https://www.geeksforgeeks.org/regular-expressions-regular-grammar-and-regular-languages/),EN
Theory of Computation,[https://www.cs.princ](https://www.cs.princeton.edu/courses/archive/spr05/cos126/lectures/18.pdf),EN
Theory of Computation - RE,[http://www.cs.colora](http://www.cs.colorado.edu/~astr3586/courses/csci3434/lec04.pdf),EN
CS Rochester,[https://www.cs.roche](https://www.cs.rochester.edu/~nelson/courses/csc_173/fa/re.html),EN
RE Presentation,[http://www.cse.chalm](http://www.cse.chalmers.se/~coquand/AUTOMATA/over5.pdf),EN
The Complete Tutorial,[https://www.princeto](https://www.princeton.edu/~mlovett/reference/Regular-Expressions.pdf),EN
Theory of Computation,[https://courses.engr](https://courses.engr.illinois.edu/cs373/fa2010/Lectures/lect06.pdf),EN
Regex Cheat Sheet,[https://web.mit.edu/](https://web.mit.edu/hackl/www/lab/turkshop/slides/regex-cheatsheet.pdf),EN
Regular Expressions Cookbook,[https://doc.lagout.o](https://doc.lagout.org/programmation/Regular%20Expressions/Regular%20Expressions%20Cookbook_%20Detailed%20Solutions%20in%20Eight%20Programming%20Languages%20%282nd%20ed.%29%20%5BGoyvaerts%20%26%20Levithan%202012-09-06%5D.pdf),EN
Grep and Sed Intro,[https://cs.nyu.edu/~](https://cs.nyu.edu/~mohri/unix08/lect4.pdf),EN
Grep Basics,[https://opensourcefo](https://opensourceforu.com/2012/06/beginners-guide-gnu-grep-basics/),EN
Grep Examples,[https://linuxtechlab](https://linuxtechlab.com/learning-grep-command-with-examples/),EN
Grep & RE,[https://www.digitalo](https://www.digitalocean.com/community/tutorials/using-grep-regular-expressions-to-search-for-text-patterns-in-linux),EN
Básico de Expressões Regulares,[https://tableless.co](https://tableless.com.br/o-basico-sobre-expressoes-regulares/),português
Aurelio Regex,[https://aurelio.net/](https://aurelio.net/regex/),português
Iniciando Expressões Regulares,[https://www.devmedia](https://www.devmedia.com.br/iniciando-expressoes-regulares/6557),português
CEFET-MG,[https://homepages.dc](https://homepages.dcc.ufmg.br/~rimsa/documents/decom042/lessons/Aula10.pdf),português
Expressões Regulares Cookbook,[https://s3.novatec.c](https://s3.novatec.com.br/capitulos/capitulo-9788575222799.pdf),português
Linguagens Regulares,[http://www.dcc.fc.up](http://www.dcc.fc.up.pt/~rvr/resources/MC/C3.pdf),português
Introdução Expressões Regulares,[http://professor.ufa](http://professor.ufabc.edu.br/~jesus.mena/courses/regex/mini-curso-Expressoes-regulares.pdf),português
ER e Linguagens,[http://wiki.icmc.usp](http://wiki.icmc.usp.br/images/1/16/ERLinguagens.pdf),português
Expresiones Regulares en PHP,[https://diego.com.es](https://diego.com.es/expresiones-regulares-en-php),ES
Introducción,[http://geneura.ugr.e](http://geneura.ugr.es/~jmerelo/tutoriales/expresiones-regulares/),ES
Ejemplos,[https://www.ibm.com/](https://www.ibm.com/support/knowledgecenter/es/SSJMXE_9.1.0/com.ibm.rational.test.ft.doc/topics/RegExExamples.html),ES
Expresiones Regulares,[https://ccc.inaoep.m](https://ccc.inaoep.mx/~emorales/Cursos/Automatas/ExpRegulares.pdf),ES
Capítulo 7,[http://www.ia.urjc.e](http://www.ia.urjc.es/grupo/docencia/automatas_itis/apuntes/capitulo7.pdf),ES
Uso ingenioso de expresiones,[http://quantil.co/wp](http://quantil.co/wp-content/uploads/2017/08/regexadv.pdf),ES
Universidad de Buenos Aires,[http://materias.fi.u](http://materias.fi.uba.ar/7508/Practica-2013/ClaseU3.pdf),ES
Universidad de la República,[https://www.fing.edu](https://www.fing.edu.uy/inco/cursos/intropln/pres/2011%2004%20-%20Expresiones%20regulares%20y%20aut%C3%B3matas.pdf),ES
Grep y AWK,[http://lml.ls.fi.upm](http://lml.ls.fi.upm.es/ep/1213/awk.pdf),ES
OpenClassRooms,[https://openclassroo](https://openclassrooms.com/fr/courses/918836-concevez-votre-site-web-avec-php-et-mysql/916990-les-expressions-regulieres-partie-1-2),FR
les expressions régulières,[https://www.lucaswil](https://www.lucaswillems.com/fr/articles/25/tutoriel-pour-maitriser-les-expressions-regulieres),FR
Syntaxe,[http://blog.paumard.](http://blog.paumard.org/cours/java-api/chap03-expression-regulieres-syntaxe.html),FR
Expressions régulières,[http://gallium.inria](http://gallium.inria.fr/~maranget/X/421/poly/regexp.html),FR
Tuteur,[http://www.info.univ](http://www.info.univ-angers.fr/~gh/tuteurs/tutregexp.php),FR
EduTechWiki,[https://edutechwiki.](https://edutechwiki.unige.ch/fr/Expression_r%C3%A9guli%C3%A8re),FR
Une Introduction,[https://www.eila.uni](https://www.eila.univ-paris-diderot.fr/_media/user/alexandra_volanschi/cours-il/regex.pdf),FR
Techniques,[https://lipn.univ-pa](https://lipn.univ-paris13.fr/~cerin/SE/regexIUT.pdf),FR
Python: ER,[https://www.lacl.fr/](https://www.lacl.fr/~pvanier/cours/2015-2016/python/cours3.pdf),FR
HTML.it,[https://www.html.it/](https://www.html.it/articoli/espressioni-regolari/),IT
Calculator,[https://it.infobyip.](https://it.infobyip.com/regularexpressioncalculator.php),IT
Pluto.it,[http://www.pluto.it/](http://www.pluto.it/files/ildp/guide/abs/regexp.html),IT
Espressioni,[http://wpage.unina.i](http://wpage.unina.it/m.faella/Didattica/Labos/espressioni.pdf),IT
Manipolazione di Testi,[http://tritone.ing.u](http://tritone.ing.unibs.it/soa/esercitazioni2004-05/Lez-EspressioniRegolari.PDF),IT
Espressioni Regolari Introduzione,[https://www.montellu](https://www.montellug.it/scambiodati/conferenze2011/regexp.pdf),IT
Espressioni Regolari in UNIX,[http://lonati.di.uni](http://lonati.di.unimi.it/lfa_regex/lezione_12_maggio_2004.pdf),IT
Unimi,[https://homes.di.uni](https://homes.di.unimi.it/ferrari/FondInfoSic2008_09/reg_exp_doppio.pdf),IT
Pratica,[http://www.dis.uniro](http://www.dis.uniroma1.it/~fiii/materiale_ausiello/esercitazioneRE.pdf),IT
Reguläre Ausdrücke,[https://www.luis.uni](https://www.luis.uni-hannover.de/fileadmin/buecher/leseproben/perl-kap10-lp.pdf),DE
Univ. of Oslo,[https://www.uio.no/s](https://www.uio.no/studier/emner/matnat/ifi/INF3331/h14/lectures/16sept/regex.pdf),EN
Tutorial Reguläre Ausrücke,[https://www.pug.org/](https://www.pug.org/mediawiki/images/0/0a/Tutorial_Regulaere_Ausdruecke.pdf),DE
Regex for Beginners,[https://tproger.ru/a](https://tproger.ru/articles/regexp-for-beginners/),RU
Regexp Syntax,[https://regexpstudio](https://regexpstudio.com/ru/regexp_syntax.html),RU
Regexp,[http://mit.spbau.ru/](http://mit.spbau.ru/files/regexp.pdf),RU
"Grep, Awk, Sed",[https://www-users.yo](https://www-users.york.ac.uk/~mijp1/teaching/2nd_year_Comp_Lab/guides/grep_awk_sed.pdf),EN
Grep Manual,[https://www.gnu.org/](https://www.gnu.org/software/grep/manual/grep.pdf),EN
Automate Theory,[https://www7.in.tum.](https://www7.in.tum.de/~esparza/autoskript.pdf),EN
RLFA,[https://www.cl.cam.a](https://www.cl.cam.ac.uk/teaching/1011/RLFA/LectureNotes.pdf),EN
