Project,URL,Language
Cybernetics and Military Applications,[https://apps.dtic.mi](https://apps.dtic.mil/dtic/tr/fulltext/u2/727887.pdf),EN
Normalizing Soviet Cybernetics,[http://nevzlin.huji.](http://nevzlin.huji.ac.il/userfiles/files/47.2.peters.pdf),EN
Understanding Understanding,[http://www.alice.id.](http://www.alice.id.tue.nl/references/foerster-2003.pdf),EN
Cybernetics in the Soviet Union,[https://apps.dtic.mi](https://apps.dtic.mil/dtic/tr/fulltext/u2/602705.pdf),EN
The Future of Artificial Intelligence and Cybernetics,[https://www.technolo](https://www.technologyreview.com/s/602830/the-future-of-artificial-intelligence-and-cybernetics/),EN
Python Robotics Programming,[http://academy.visua](http://academy.visualcomponents.com/courses/python-robotics-programming-a-robot-with-python/),EN
What is Robotics,[http://www.electroni](http://www.electronicsteacher.com/robotics/what-is-robotics.php),EN
Robotics Tutorial,[https://www.javatpoi](https://www.javatpoint.com/robotics-tutorial),EN
How to Build your First Robot,[http://www.societyof](http://www.societyofrobots.com/robot_tutorial.shtml),EN
Robotics with Python,[https://pythonprogra](https://pythonprogramming.net/robotics-raspberry-pi-tutorial-gopigo-introduction/),EN
Introduction to Robotics,[http://engineering.n](http://engineering.nyu.edu/mechatronics/smart/pdf/Intro2Robotics.pdf),EN
The Basics of Robotics,[https://www.theseus.](https://www.theseus.fi/bitstream/handle/10024/37806/Shakhatreh_Fareed.pdf?sequence=2),EN
Beginner's Guide to Robotics,"[http://www.robot.bms](http://www.robot.bmstu.ru/files/books/(Ebook%20-%20English)%20Mcgraw-Hil,%20Pic%20Robotics%20--%20A%20Beginner%27S%20Guide%20To%20Robotic.pdf)",EN
Robotics,[http://aima.eecs.ber](http://aima.eecs.berkeley.edu/slides-pdf/chapter25.pdf),EN
A Mathematical Intro to Robotic Manipulation,[https://www.cds.calt](https://www.cds.caltech.edu/~murray/books/MLS/pdf/mls94-complete.pdf),EN
Intro to Robotics,[http://hades.mech.no](http://hades.mech.northwestern.edu/images/2/2a/Park-lynch.pdf),EN
The Robotics Primer,[http://www.ict.griff](http://www.ict.griffith.edu.au/~vlad/teaching/robotics.d/RESOURCES/mataric-primer.pdf),EN
History of Robotics,[https://www.robotsho](https://www.robotshop.com/media/files/PDF/timeline.pdf),EN
Industrial Robotics,[http://www.diag.unir](http://www.diag.uniroma1.it/~deluca/rob1_en/01_IndustrialRobots.pdf),EN
Next Gen Robotics,[https://arxiv.org/pd](https://arxiv.org/pdf/1606.09205.pdf),EN
Human-Robot Interaction,[https://robotics.usc](https://robotics.usc.edu/publications/media/uploads/pubs/585.pdf),EN
An Intro to Robotics,[https://www.ohio.edu](https://www.ohio.edu/mechanical-faculty/williams/html/PDF/IntroRob.pdf),EN
AI Robotics,[http://www.profesaul](http://www.profesaulosuna.com/data/files/ROBOTICA/ROBOTICS%20EBOOKS/Introduction%20to%20AI%20Robotics.pdf),EN
Intro to Robotics: Mechanics and Control,[http://www.mech.shar](http://www.mech.sharif.ir/c/document_library/get_file?uuid=5a4bb247-1430-4e46-942c-d692dead831f&groupId=14040),EN
Robotics and Automation,[https://doc.lagout.o](https://doc.lagout.org/science/0_Computer%20Science/8_Electronics%20&%20Robotics/Robotics%20and%20Automation%20Handbook.pdf),EN
Automation and Robotics,[http://zums.ac.ir/fi](http://zums.ac.ir/files/research/site/ebooks/Robotics/Automation%20and%20Robotics.pdf),EN
Fundamentals of Robotics,[http://ri.uaemex.mx/](http://ri.uaemex.mx/bitstream/handle/20.500.11799/35479/secme-23176.pdf?sequence=1),EN
Robotics: Applications and Fundamentals,[http://www.mech.shar](http://www.mech.sharif.ir/c/document_library/get_file?uuid=72d4fa8c-2ce0-444f-aebf-f7735c5c51ee&groupId=14040),EN
Robot Dynamics and Control,[https://home.deib.po](https://home.deib.polimi.it/gini/robot/docs/spong.pdf),PT
Cibernética: Ciência e Técnica,[https://tecnos.cienc](https://tecnos.cienciassociais.ufg.br/up/410/o/Disserta%C3%A7%C3%A3o_-_Cibernetica__Ciencia_e_T%C3%A9cnica.pdf),PT
A Robótica no Ensino e Aprendizagem de Programação,[https://repositorio.](https://repositorio.iscte-iul.pt/bitstream/10071/15076/1/A%20Rob%C3%B3tica%20no%20Ensino%20e%20Aprendizagem%20de%20Programa%C3%A7%C3%A3o.pdf),PT
Apostila de Robótica,[http://www.joinville](http://www.joinville.udesc.br/portal/professores/silas/materiais/Apostila_de_Robotica.pdf),PT
Introdução aos Robôs,[https://webx.ubi.pt/](https://webx.ubi.pt/~felippe/texts5/robotica_cap1.pdf),PT
Introdução à Robótica,[http://users.isr.ist](http://users.isr.ist.utl.pt/~jseq/caps1-6.pdf),PT
Tutorial em Robôs de Combate,[http://www.robot.bms](http://www.robot.bmstu.ru/files/books/[Robotic]%20Tutorial%20RioBotz.pdf),PT
Oficina de Robótica,[http://oficinaderobo](http://oficinaderobotica.ufsc.br/files/2013/04/Programa%C3%A7%C3%A3o-em-Arduino-M%C3%B3dulo-B%C3%A1sico.pdf),PT
Sistemas para Automação e Robótica,[https://www.ime.usp.](https://www.ime.usp.br/~adao/SR1A.pdf),PT
Arte e Robótica,[http://www.diaadiaed](http://www.diaadiaeducacao.pr.gov.br/portals/cadernospde/pdebusca/producoes_pde/2013/2013_fap_arte_pdp_mauri_sebastiao_de_franca.pdf),PT
Programador de Robô,[http://www.etelg.com](http://www.etelg.com.br/paginaete/downloads/mecatronica/Rob%C3%B4.pdf),PT
Apostila de Robótica Educacional,[http://www.peteletri](http://www.peteletrica.uff.br/wp-content/uploads/2013/08/Apostila-Rob%C3%B3tica-Educacional.pdf),PT
Cibernética,[https://www.monograf](https://www.monografias.com/trabajos/cibernetica/cibernetica.shtml),ES
Ecured,[https://www.ecured.c](https://www.ecured.cu/Cibern%C3%A9tica),ES
Universidad de Barcelona,[https://campus.usal.](https://campus.usal.es/~teoriaeducacion/rev_numero_02/n2_art_gros.htm),ES
El Origen de la Cibernética,[https://www.amc.edu.](https://www.amc.edu.mx/revistaciencia/images/revista/67_1/PDF/Presentacion.pdf),ES
Cibernética e Informática,[https://archivos.jur](https://archivos.juridicas.unam.mx/www/bjv/libros/1/147/5.pdf),ES
Cibernética y Teoría de Sistemas,[http://www.sinewton.](http://www.sinewton.org/numeros/numeros/43-44/Articulo47.pdf),ES
Definición Cibernética,[http://scielo.sld.cu](http://scielo.sld.cu/pdf/aci/v22n3/aci08311.pdf),ES
Cibernética y Sociedad,[https://catedraepist](https://catedraepistemologia.files.wordpress.com/2015/09/248631084-norbert-wiener-cibernetica-y-sociedad1.pdf),ES
Introdução à Cibernética,[https://monoskop.org](https://monoskop.org/images/3/36/Ashby_Ross_Introducao_a_cibernetica.pdf),PT
Ciencia Cognitiva,[https://froese.files](https://froese.files.wordpress.com/2016/01/froese-16-de-la-cibernc3a9tica-a-la-nueva-ciencia-cognitiva.pdf),ES
Introducción a la Cibernética,[https://ccc.inaoep.m](https://ccc.inaoep.mx/Reportes/CCC-05-003.pdf),ES
La Robótica Inteligente,[http://www3.uji.es/~](http://www3.uji.es/~sanzp/robot/RobInt-Apuntes.pdf),ES
Robótica General,[https://www.infoplc.](https://www.infoplc.net/files/documentacion/robotica/infoplc_net_RoboticaGeneral_.pdf),ES
Introduccion a la Robotica,[http://www.grupoisis](http://www.grupoisis.uma.es/microbot/public/robots.pdf),ES
Manual de Robótica Educativa,[http://www.cienciayt](http://www.cienciaytecnologia.edu.sv/jdownloads/Robtica%20Educativa/manual_de_robtica_educativa_en_el_aula_-_documento_en_proceso_de_revisin-1.pdf),ES
Robots Industriales,[https://tv.uvigo.es/](https://tv.uvigo.es/uploads/material/Video/2829/Robot_Industrial-Aplicaciones.pdf),ES
Historia de la Robótica,[http://scielo.isciii](http://scielo.isciii.es/pdf/aue/v31n3/v31n3a02.pdf),ES
El Impacto de la Robótica,[http://inbots.eu/wp-](http://inbots.eu/wp-content/uploads/2018/08/publications/robotica-derecho-del-trabajo-derecho-fiscal-final-mayo2018.pdf),ES
Los Robots del Futuro,[https://ccc.inaoep.m](https://ccc.inaoep.mx/~emorales/Papers/2009/eduardo.pdf),ES
Programacion con Robots,[http://robots.linti.](http://robots.linti.unlp.edu.ar/uploads/docs/manual_de_programacion_con_robots_para_la_escuela.pdf),ES
La Science des Systèmes,[https://www.syti.net](https://www.syti.net/Cybernetics.html),IT
La Cybernétique,[http://www.astrosurf](http://www.astrosurf.com/luxorion/cybernetique.htm),FR
Cybernétique,[http://villemin.gera](http://villemin.gerard.free.fr/Scienmod/NotCyber.htm),FR
Cybernétique et physiologie,[http://planet-vie.en](http://planet-vie.ens.fr/article/1399/cybernetique-physiologie),FR
Cybernétique et Société,[https://hal.archives](https://hal.archives-ouvertes.fr/hal-01640981/document),FR
La Cybernétique,[https://monoskop.org](https://monoskop.org/images/f/fe/Couffignal_Louis_La_cybernetique_1968.Pdf),FR
Cybernétique et L'Origine de L'Information,[https://monoskop.org](https://monoskop.org/images/2/2f/Ruyer_Raymond_La_Cybernetique_et_l_origine_de_linformation_1954.pdf),FR
Cybernetique Slides,[https://listes.u-pic](https://listes.u-picardie.fr/wws/d_read/unidiversite/ENSEIGNEMENTS/HistoireId%C3%A9esScientifiques/Supports%20Cours/CYBER.pdf),FR
L'Hypothèse Cybernétique,[https://translationc](https://translationcollective.files.wordpress.com/2012/06/cybernetique.pdf),FR
Art et Cybernétique,[http://web.cast.free](http://web.cast.free.fr/webcast20/SimonDINER-Art-et-Cybernetique.pdf),FR
Cybernétique et Matérialisme,[http://jerome-segal.](http://jerome-segal.de/Publis/Programmer_Segal.pdf),FR
OpenClassRooms,[https://openclassroo](https://openclassrooms.com/fr/courses/4076871-sinitier-a-la-robotique),FR
Cours de Robotique,[http://icube-avr.uni](http://icube-avr.unistra.fr/fr/images/a/a4/Cours_rob_intro.pdf),FR
Cours de Robotique 2,[ftp://ftp-sop.inria.](ftp://ftp-sop.inria.fr/members/David.Daney/cours/mgbm/robotique.pdf),FR
Introduction à la Robotique,[http://eavr.u-strasb](http://eavr.u-strasbg.fr/~bernard/education/master_gsb/poly_master_gsb.pdf),FR
Robotique Industrielle,[http://www.glaurent.](http://www.glaurent.free.fr/cours/polyRobotiqueIndustrielle.pdf),FR
IA et Robotique,[http://www.agence-na](http://www.agence-nationale-recherche.fr/fileadmin/user_upload/documents/2012/Cahier-ANR-4-Intelligence-Artificielle.pdf),FR
Robotique et IA,[http://www.bnf.fr/do](http://www.bnf.fr/documents/biblio_robots.pdf),FR
Cours de Robotique Avancée,[http://www.isir.upmc](http://www.isir.upmc.fr/UserFiles/File/Bidaud/Cours%20Robotique%20834(1).pdf),FR
Cours de Robotique Fondamentale,[https://www.pobot.or](https://www.pobot.org/IMG/pdf/cinematique_des_robots_series.pdf),FR
Robotique Mobile,[https://perso.ensta-](https://perso.ensta-paristech.fr/~filliat/Courses/Polys/Filliat_RobotiqueMobile_ENSTAParisTech.pdf),FR
Modélisation des Systèmes Robotiques,[https://perso.crans.](https://perso.crans.org/~ghaessig/UPMC/Modelisation_robotique/Cours%20Robotique%202014.pdf),FR
Digicult.it,[http://digicult.it/i](http://digicult.it/it/digimag/issue-049/in-the-beginning-was-cybernetics-relation-between-science-artists/),IT
La Cibernetica,[http://www.fedoa.uni](http://www.fedoa.unina.it/8517/1/Leone_Montagnini_23.pdf),IT
Istituto Calvino,[https://www.istituto](https://www.istitutocalvino.gov.it/studenti/siti/ia/ia/cibernetica.html),IT
L'Ipotesi Cibernetica,[https://maldoror.nob](https://maldoror.noblogs.org/files/2012/09/TIQQUN-IpotesiCibernetica.pdf),IT
"Automazione, Cibernetica della Mente",[http://www.biblioman](http://www.bibliomanie.it/FRANCESCO%20FORLEO%20-%20BIBLIOMANIE%20-%20ELISABETTA%20BRIZIO.pdf),IT
Il Mondo dei Robot,[https://www.itisondr](https://www.itisondrio.org/jupgrade/images/stories/varie_alunni/tesine/il_mondo_dei_robot_negrini_10-11.pdf),IT
Sviluppi della Robotica,[http://presidenza.go](http://presidenza.governo.it/biotecnologie/documenti/Robotica-misto%20CNB-CNBBSV-17lug17-IT.pdf),IT
Evoluzione della Robotica,[http://didawiki.cli.](http://didawiki.cli.di.unipi.it/lib/exe/fetch.php/pro/lezione_a.ii_-_introduzione_alla_percezione_robotica_parte3_.pdf),IT
Spektrum.de,[https://www.spektrum](https://www.spektrum.de/lexikon/neurowissenschaft/kybernetik/6831),DE
Kybernetik,[https://www.uni-due.](https://www.uni-due.de/~bj0063/doc/Lenk.pdf),DE
Kybernetik Und Systemtheorie,[https://www.vordenke](https://www.vordenker.de/downloads/kybmed.pdf),DE
Norbert Wiener,[http://www.diemo.de/](http://www.diemo.de/projects/nwiener/nwiener.pdf),DE
Kernel Methods,[http://mlg.eng.cam.a](http://mlg.eng.cam.ac.uk/mlss09/mlss_slides/Schoelkopf_1.pdf),EN
Robotik,[https://www.uni-ulm.](https://www.uni-ulm.de/fileadmin/website_uni_ulm/iui.inst.130/Arbeitsgruppen/Robotics/Robotik/Robotik-Skript_07-08.pdf),DE
Robotik 2,[https://www.tu-chemn](https://www.tu-chemnitz.de/informatik/KI/scripts/ws0405/KI_Schule/KI-Schule-04-lehr-3.pdf),DE
Robotik-Systeme,[https://www.e-fi.de/](https://www.e-fi.de/fileadmin/Innovationsstudien_2016/StuDIS_11_2016.pdf),DE
Grundlagen der Robotik,[https://homepages.th](https://homepages.thm.de/~hg6458/Robotik/Robotik.pdf),DE
Article,[http://www.immsp.kie](http://www.immsp.kiev.ua/publications/monographs/files/04_Paragraf_2.pdf),RU
People and Cybernetics,[http://elib.ict.nsc.](http://elib.ict.nsc.ru/jspui/bitstream/ICT/890/3/m2.pdf),RU
Economic Cybernetics,[http://nikiforova.vk](http://nikiforova.vk.vntu.edu.ua/file/9be3917e83dedda684c695778f055abd.pdf),RU
Cybernetics Book,[http://grachev62.nar](http://grachev62.narod.ru/cybern/contents.htm),RU
Scisne,[https://scisne.net/a](https://scisne.net/a-1590),RU
Robotics for Children,[http://www.239.ru/us](http://www.239.ru/userfiles/file/Robobook99-99-99-20short.pdf),RU
Robotics in the Classroom,[https://er.jsc.nasa.](https://er.jsc.nasa.gov/seh/Robot_PDF_Files/robotics_in_the_classroom.pdf),EN
A Survey of Space Robotics,[https://www.cs.cmu.e](https://www.cs.cmu.edu/~illah/PAPERS/ISAIRAS03.pdf),EN
MIT 6.832,[https://www.youtube.](https://www.youtube.com/watch?v=Z8oMbOj9IWM&list=PL58F1D0056F04CF8C),EN
Robotics by Prof. Pratihar,[https://www.youtube.](https://www.youtube.com/watch?v=rYWJdZ5qg6M&list=PLbRMhDVUMngcdUbBySzyzcPiFTYWr4rV_),EN
"Lecture Collection, Introduction to Robotics",[https://www.youtube.](https://www.youtube.com/watch?v=0yD3uBshJB0&list=PL65CC0384A1798ADF),EN
AI for Robotics,[https://www.youtube.](https://www.youtube.com/watch?v=Uqt_pRbR8rI&list=PLAwxTw4SYaPkCSYXw6-a_aAoXVKLDwnHK),EN
"Robot, Isaac Asimov Audiobook",[https://www.youtube.](https://www.youtube.com/watch?v=3MKehEokycA),EN
What is Cybernetics,[https://www.youtube.](https://www.youtube.com/watch?v=JJ6orMfmorg),EN
