Project,URL,Language
A Comparison of SQL and NoSQL Databases,[http://metadata-stan](http://metadata-standards.org/Document-library/Documents-by-number/WG2-N1501-N1550/WG2_N1537_SQL_Standard_and_NoSQL_Databases%202011-05.pdf),EN
NoSQL Dbases,[https://circabc.euro](https://circabc.europa.eu/sd/a/51c3ae57-204a-430d-afe7-d0e827c7df0a/Day%202-01-NoSQL%20DB.pdf),EN
NoSQL Greg Burd,[https://www.usenix.o](https://www.usenix.org/legacy/publications/login/2011-10/openpdfs/Burd.pdf),EN
Intro to NoSQL,[http://user.it.uu.se](http://user.it.uu.se/~torer/kurser/dbt/NoSQLDatabases.pdf),EN
NoSQL DB Technologies,[https://core.ac.uk/d](https://core.ac.uk/download/pdf/55333675.pdf),EN
An Introduction to NoSQL Databases,[https://www.youtube.](https://www.youtube.com/watch?v=uD3p_rZPBUQ),EN
SQL vs NoSQL,[https://www.youtube.](https://www.youtube.com/watch?v=ZS_kXvOeQ5Y),EN
Introduction to NoSQL,[https://www.youtube.](https://www.youtube.com/watch?v=qI_g07C_Q5I),EN
MongoDB in 30 Minutes,[https://www.youtube.](https://www.youtube.com/watch?v=pWbMrx5rVBE),EN
NoSQL and JSON,[https://www.youtube.](https://www.youtube.com/watch?v=-D3dmMfQ9p0),EN
MongoDB Tutorial,[https://www.youtube.](https://www.youtube.com/watch?v=9OPP_1eAENg&list=PL4cUxeGkcC9jpvoYriLI0bY8DOgWZfi6u),EN
MongoDB Course,[https://www.youtube.](https://www.youtube.com/watch?v=vb8xZ-bvxbg&list=PLLAZ4kZ9dFpOFJ9JcVW9u4PlSWO-VFoao),EN
Introdução ao Banco de Dados Nosql,[https://www.devmedia](https://www.devmedia.com.br/introducao-aos-bancos-de-dados-nosql/26044),PT
Banco de Dados Nosql,[http://wiki.icmc.usp](http://wiki.icmc.usp.br/images/1/18/SCC0542012017noSQL.pdf),PT
Caelum Blog,[http://blog.caelum.c](http://blog.caelum.com.br/bancos-de-dados-nao-relacionais-e-o-movimento-nosql/),PT
Nosql Visão Geral,[https://imasters.com](https://imasters.com.br/banco-de-dados/bancos-de-dados-nosql-uma-visao-geral),PT
Mongodb Guia Básico,[https://e-tinet.com/](https://e-tinet.com/linux/mongodb/),PT
Bancos de Dados NoSQL,[http://data.ime.usp.](http://data.ime.usp.br/sbbd2012/artigos/pdfs/sbbd_min_01.pdf),PT
Apresentação NoSQL,[http://www.pecs.uema](http://www.pecs.uema.br/wp-content/uploads/2017/05/BDnoSQL.pdf),PT
Estudo NoSQL,[http://bdm.unb.br/bi](http://bdm.unb.br/bitstream/10483/7927/1/2014_RodrigoCardosoAniceto_ReneFreireXavier.pdf),PT
SQL x NOSQL,[http://www.cin.ufpe.](http://www.cin.ufpe.br/~tg/2014-2/mapmf.pdf),PT
NoSQL uma Breve Introdução,[http://cursos.unipam](http://cursos.unipampa.edu.br/cursos/engenhariadesoftware/files/2015/10/nosql-palestraSBC.pdf),PT
Qué és una Base de Datos NoSQL,[https://blogs.oracle](https://blogs.oracle.com/spain/qu-es-una-base-de-datos-nosql),ES
Guía Definitiva,[https://blog.pandora](https://blog.pandorafms.org/es/bases-de-datos-nosql/),ES
Bases de Datos NOSQL,[https://www.acens.co](https://www.acens.com/wp-content/images/2014/02/bbdd-nosql-wp-acens.pdf),ES
Fundamentos NoSQL,[https://www.campusmv](https://www.campusmvp.es/recursos/post/Fundamentos-de-bases-de-datos-NoSQL-MongoDB.aspx),ES
NoSQL: Arquitectura y Ejemplos,[https://e-archivo.uc](https://e-archivo.uc3m.es/bitstream/handle/10016/22895/PFC_raul_herranz_gomez_2014.pdf),ES
Base de Datos NoSQL,[https://www.tamps.ci](https://www.tamps.cinvestav.mx/~fpech/ddb/files/slides/nosql.pdf),ES
Introducción: NOSQL,[https://ocw.unican.e](https://ocw.unican.es/pluginfile.php/2396/course/section/2473/Tema%201.%20NoSQL%20introduccio%CC%81n.pdf),ES
MongoDB Cheat Sheet,[https://blog.codecen](https://blog.codecentric.de/files/2012/12/MongoDB-CheatSheet-v1_0.pdf),EN
NoSQL CITIUS,[https://citius.usc.e](https://citius.usc.es/sites/default/files/formacion/BD&DS_DiegoLopezdeIpina.pdf),ES
Tesina de Licenciatura,[http://sedici.unlp.e](http://sedici.unlp.edu.ar/bitstream/handle/10915/48085/Documento_completo__.pdf?sequence=1),ES
MongoDB Proyecto,[http://informatica.g](http://informatica.gonzalonazareno.org/proyectos/2013-14/mams.pdf),ES
OpenClassRooms,[https://openclassroo](https://openclassrooms.com/fr/courses/4462426-maitrisez-les-bases-de-donnees-nosql),FR
Qu'est ce que le NoSQL,[https://www.grafikar](https://www.grafikart.fr/blog/sql-nosql),FR
Les bases de données NoSQL,[https://www.eyrolles](https://www.eyrolles.com/Chapitres/9782212141559/9782212141559.pdf),FR
NoSQL,[https://www.labri.fr](https://www.labri.fr/perso/guibert/DocumentsEnseignement/NoSQL.pdf),FR
Introduction NOSQL,[http://www.lsis.org/](http://www.lsis.org/espinasseb/Supports/BD/BD_NOSQL-4p.pdf),FR
Bases de Données NoSQL,[http://www-connex.li](http://www-connex.lip6.fr/~denoyer/wordpress/wp-content/uploads/2015/01/20142015_li328_nosql.pdf),FR
Introduction au NoSQL,[https://stph.scenari](https://stph.scenari-community.org/idl-bd/idl-nosql.pdf),FR
Les Bases de Données NoSQL,[https://fc.isima.fr/](https://fc.isima.fr/~lacomme/NoSQL/chapitre_gratuit/chapitre3_apres_fusion.pdf),FR
L'Avenir du NoSQL,[http://www.leonardme](http://www.leonardmeyer.com/wp-content/uploads/2014/06/avenirDuNoSQL.pdf),FR
SQL e NoSQL,[https://www.html.it/](https://www.html.it/articoli/sql-e-nosql-a-documenti-il-confronto/),IT
Guida Mongodb,[https://www.html.it/](https://www.html.it/guide/guida-mongodb/),IT
Big Data con i Database NoSQL: un’introduzione pratica,[https://www.rackone.](https://www.rackone.it/big-data-con-database-nosql-unintroduzione-pratica/),IT
I database NoSQL,[http://www.mokabyte.](http://www.mokabyte.it/2011/03/nosql-1/),IT
Politecnico di Milano,[https://pdfs.semanti](https://pdfs.semanticscholar.org/5bcf/9e6c1f787e9cfef2a805a0908dd34d324e41.pdf),IT
Corso di Basi di Dati,[http://www.cs.unibo.](http://www.cs.unibo.it/difelice/dbsi/slides/pdf/20.pdf),IT
Fulvio Gabana,[http://www.fulviogab](http://www.fulviogabana.it/data/i-database-nosql),IT
Database NoSQL,[http://tesi.cab.unip](http://tesi.cab.unipd.it/44803/1/Tesi_DelPioluogoMatteo.pdf),IT
Db-engines,[https://db-engines.c](https://db-engines.com/de/article/NoSQL),DE
Devacademy.ru,[http://devacademy.ru](http://devacademy.ru/posts/nosql/),RU
SQL vs NoSQL,[https://tproger.ru/t](https://tproger.ru/translations/sql-nosql-database-models/),RU
