Project,URL,Language
Cours Architecture,[https://les-electron](https://les-electroniciens.com/sites/default/files/cours/cours-architecture_des_ordinateurs.pdf),FR
Cours,[http://perso.ens-lyo](http://perso.ens-lyon.fr/frederic.vivien/Enseignement/Archi-2001-2002/Cours.pdf),FR
Introduction à l'Architecture,[http://igm.univ-mlv.](http://igm.univ-mlv.fr/ens/Licence/L3/2008-2009/ArchiOrdi/cours/BlinGuillaume-ArchiOrdi-Intro.pdf),FR
Cours Ghalouci,[https://www.univ-ust](https://www.univ-usto.dz/images/coursenligne/Cours_ghalouci.pdf),FR
Architecture des Ordinateurs,[http://www.insea.ma/](http://www.insea.ma/download/coursarchi.pdf),FR
Architecture de base d’un ordinateur,[http://www.ucd.ac.ma](http://www.ucd.ac.ma/gptn/Files/Other/Web%20Info/Architecture.pdf),FR
Architettura del calcolatore,[https://home.deib.po](https://home.deib.polimi.it/roveri/SlideInformaticaGrafica/2_Architettura_del_calcolatore.pdf),IT
Architettura,[http://www.cs.unibo.](http://www.cs.unibo.it/~zuppirol/Architettura.pdf),IT
Architettura del calcolatore,[http://wwwinfo.deis.](http://wwwinfo.deis.unical.it/~irina/lezioni/lezione3.pdf),IT
Funzionamento del calcolatore,[http://web.diegm.uni](http://web.diegm.uniud.it/pierluca/public_html/teaching/fpac/strumenti/simcpu/doc_it/01_architettura_e_funzionamento_del_calcolatore.pdf),IT
L'hardware del PC,[http://www.dsi.unive](http://www.dsi.unive.it/~mace/web/Teaching/InfBase2010/03-10set-Hardware.pdf),IT
Personal Computer,[https://it.wikibooks](https://it.wikibooks.org/wiki/Personal_computer/Architettura),IT
Rechnerarchitektur,[https://www.tu-chemn](https://www.tu-chemnitz.de/informatik/friz/Grundl-Inf/Rechnerarchitektur/Vorlesung/vorlesung_1.pdf),DE
Rechnerarchitektur mit Simulator,[https://wiki.zum.de/](https://wiki.zum.de/wiki/Rechnerarchitektur_mit_Simulator_JOHNNY),DE
Rechnerarchitektur I/II,[https://www.in.tu-cl](https://www.in.tu-clausthal.de/uploads/media/Rechnerarchitektur_Skript_02.pdf),DE
Grundlagen der Rechnerarchitektur,[https://www.uni-ulm.](https://www.uni-ulm.de/fileadmin/website_uni_ulm/iui.inst.050/vorlesungen/wise1415/gdra/GdRA-falk-WS1415-6-Rechnerarchitektur.pdf),DE
Tanenbaum,[https://nsu.ru/xmlui](https://nsu.ru/xmlui/bitstream/handle/nsu/9054/tanenbaum_AC.pdf),RU
Architecture Book,[http://book.kbsu.ru/](http://book.kbsu.ru/theory/chapter2/1_2_0.html),RU
Lectures,[https://www.youtube.](https://www.youtube.com/watch?v=dVZrHGNGvb0),RU
Tannenbaum,[http://remont-comp-p](http://remont-comp-pomosh.ru/Book/Tannenbaum_Arhitektura_Kompjutera_izdanie_4.pdf),RU
UNIVESP,[https://www.youtube.](https://www.youtube.com/watch?v=HgA-oXOV7kI&list=PLxI8Can9yAHdG-xUDj6i-HGB7IAsAU-t1),PT
MIT 6.004 Resources,[https://6004.mit.edu](https://6004.mit.edu/web/fall18/resources),EN
Von Neumann Computer Model,[http://www.c-jump.co](http://www.c-jump.com/CIS77/CPU/VonNeumann/lecture.html),EN
