Project,URL,Language
Ensamblador Conceptos Básicos,[https://previa.uclm.](https://previa.uclm.es/profesorado/licesio/Docencia/ETC/17_CBas-ProgEnsamblador_itis.pdf),ES
Assembly Iniciante,[http://www.avr-asm-d](http://www.avr-asm-download.de/beginner_pt.pdf),PT
Introdução à Programção em Assembly,[https://fenix.tecnic](https://fenix.tecnico.ulisboa.pt/downloadFile/1970943312312149/3-intro-assembly.pdf),PT
Linguagem Assembly,[http://www.dca.fee.u](http://www.dca.fee.unicamp.br/~leopini/DISCIPLINAS/EA869/2018-1/c3-ARM-3.pdf),PT
Programmation en Assembleur,[http://www.fsr.ac.ma](http://www.fsr.ac.ma/cours/informatique/amrani/archi.pdf),FR
Assembleur,[https://repo.zenk-se](https://repo.zenk-security.com/Programmation/initiation%20a%20la%20programmation%20en%20assembleur.pdf),FR
Programmation en Assembleur,[http://www.technolog](http://www.technologuepro.com/microprocesseur/programmation-assembleur-microprocesseur.htm),FR
Apprende l'assembleur,[https://benoit-m.dev](https://benoit-m.developpez.com/assembleur/tutoriel/),FR
Pratiques d'assembleur,[http://www.lifl.fr/~](http://www.lifl.fr/~sedoglav/Archi/TP),FR
Introduction en assembleur,[http://e-ressources.](http://e-ressources.univ-avignon.fr/assembleur/co/Module_cours_1.html),FR
Architecture et Langage Assembleur,[http://www-lisic.uni](http://www-lisic.univ-littoral.fr/~ramat/downloads/archi.pdf),FR
Initiation à l'assembleur,[http://www2.ift.ulav](http://www2.ift.ulaval.ca/~marchand/ift17583/Supplement2.pdf),FR
Assembleur x86,[http://ecariou.perso](http://ecariou.perso.univ-pau.fr/cours/archi/cours-8-assembleur.pdf),FR
Programmazione Assembly,[http://citeseerx.ist](http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.705.5365&rep=rep1&type=pdf),IT
Programmazione Assembly,[https://home.deib.po](https://home.deib.polimi.it/brandole/acsocr/L14%20-%20Assembly%20Programming.pdf),IT
La CPU Intel 8086: Architettura e Programmazione Assembly,[http://www.ce.unipr.](http://www.ce.unipr.it/didattica/calcolatoriA/free-docs/lucidi.pdf),IT
Programmazione Assembly,[https://www.diag.uni](https://www.diag.uniroma1.it/~pellegrini/didattica/2012/calcolatori/assembly.pdf),IT
La Programmazione Assembly,[https://www.docenti.](https://www.docenti.unina.it/webdocenti-be/allegati/materiale-didattico/73771),IT
Assembly,[https://users.dimi.u](https://users.dimi.uniud.it/~pietro.digianantonio/architetturaInf/lucidi_4x/07_arm.pdf),IT
Programmare in Assembly in GNU/Linux,[http://linuxdidattic](http://linuxdidattica.org/docs/altre_scuole/planck/assembly-linux/assembly-linux.pdf),IT
Assembly Language,[http://en.academic.r](http://en.academic.ru/dic.nsf/enwiki/446),RU
Getting Started with Assembly,[https://riptutorial.](https://riptutorial.com/assembly),EN
Assembly,[https://habr.com/pos](https://habr.com/post/345748/),RU
Assembly Programming,[http://natalia.appma](http://natalia.appmat.ru/c%26c%2B%2B/assembler.html),RU
Get Started with Assembly,[http://rus-linux.net](http://rus-linux.net/MyLDP/algol/get_started_with_assembly_language_1.html),RU
Assembler,[http://progopedia.ru](http://progopedia.ru/language/assembler/),RU
Asm,[https://prog-cpp.ru/](https://prog-cpp.ru/asm/),RU
Linux Assembler,[http://www.lcs-chemi](http://www.lcs-chemie.de/assemb.htm),DE
Assembler,[http://assembler.hpf](http://assembler.hpfsc.de/),DE
