Project,URL,Language
Estructura Nube Cliente,[https://www.scribd.c](https://www.scribd.com/document/255509646/Estructura-de-Nube),ES
"Cloud Computing, Définition, avantages et exemples d’utilisation",[https://www.lebigdat](https://www.lebigdata.fr/definition-cloud-computing),FR
"Cloud Computing, Architectures, Services et Risques",[https://www.ge.ch/pp](https://www.ge.ch/ppdt/doc/formation/Presentation-Giovanna-Di-Marzo-Serugendo-Cloud-computing-risques.pdf),FR
Cloud Computing,[https://www.emse.fr/](https://www.emse.fr/~mathieu/pub/CGC/cours_CC.pdf),FR
Fondamentaux du Cloud Computing,[https://images.cigre](https://images.cigref.fr/Publication/2012-2013-Fondamentaux-Cloud-Computing-Point-de-vue-grandes-entreprises.pdf),FR
Les Fondamentaux du Cloud Computing,[https://itandsi.file](https://itandsi.files.wordpress.com/2014/09/les-fondamentaux-du-cloud-computing.pdf),FR
Le Cloud Computing,[https://economie.fgo](https://economie.fgov.be/sites/default/files/Files/Publications/files/20130730-Cloud-computing-FR.pdf),FR
Kiteblue,[http://www.kiteblue.](http://www.kiteblue.it/cose-il-cloud/),IT
Digital4trade,[https://www.digital4](https://www.digital4trade.it/tech-lab/cloud-computing-cose-e-quali-sono-i-benefici/),IT
Cloud Computing Definiziones,[https://www.zerounow](https://www.zerounoweb.it/cloud-computing/cloud-anzi-saas-paas-daas-e-iaas-significato-e-guida-ai-vantaggi-dell-on-demand/),IT
Guida al Cloud Computing,[http://www.hostingta](http://www.hostingtalk.it/guide/guida-al-cloud-computing),IT
Cloud Computing,[https://www.edatlas.](https://www.edatlas.it/scarica/TPSIT_5/Capitolo1/ContenutiDigitaliIntegrativi/1CloudComputing.pdf),IT
Introduzione al Cloud Computing,[http://cabibbo.dia.u](http://cabibbo.dia.uniroma3.it/psw/pdf/asw470-cloud-computing.pdf),IT
Caratteristiche e Opportunità,[https://www.ucer.cam](https://www.ucer.camcom.it/siti-tematici/innovazione/pdf/pdf-2012/FG_Cloud_Computing_dossier.pdf),IT
Cloud Computing Grundlagen,[https://www.bsi.bund](https://www.bsi.bund.de/DE/Themen/DigitaleGesellschaft/CloudComputing/Grundlagen/Grundlagen_node.html),DE
Cloud Computing Presentation,[http://publications.](http://publications.europa.eu/resource/cellar/1d487935-12d5-444c-b595-6ebd01f4b5f3.0001.02/DOC_1),DE
Cloud Computing einfach erklärt,[https://aixvox.com/c](https://aixvox.com/cloud-computing-einfach-erklaert/),DE
Prozeus,[http://www.prozeus.d](http://www.prozeus.de/imperia/md/content/prozeus/broschueren/prozeus_broschuere_cloudcomputing_web.pdf),DE
"Cloud Computing, Mark Bedner",[https://www.uni-kass](https://www.uni-kassel.de/upress/online/frei/978-3-86219-080-5.volltext.frei.pdf),DE
Cloud Computing Paper,[http://www.hwwi.org/](http://www.hwwi.org/uploads/tx_wilpubdb/HWWI_Policy_Paper-71.pdf),DE
Tadviser,[http://www.tadviser.](http://www.tadviser.ru/index.php/Cloud_Computing),RU
Lessons TVA,[https://www.lessons-](https://www.lessons-tva.info/archive/nov031.html),RU
Cloud Computing Smart,[http://mit.spbau.ru/](http://mit.spbau.ru/files/cloud_computing_smart_cloud_org.pdf),RU
Cloud Introduction,[https://glebradchenk](https://glebradchenko.susu.ru/courses/bachelor/odp/2013/Rep_SUSU_Distr_12_Cloud.pdf),RU
Cloud Technology,[http://filearchive.c](http://filearchive.cnews.ru/mag/2011/CloudTechnology.pdf),RU
