Project,URL,Language
Biomedical Signal and Systems,[https://web.njit.edu](https://web.njit.edu/~joelsd/signals.htm),EN
EG1110: Signals and Systems,[https://www.le.ac.uk](https://www.le.ac.uk/eg/mct6/teaching/eg1110.html),EN
Notes for Signals and Systems,[https://www.ece.jhu.](https://www.ece.jhu.edu/~cooper/courses/214/signalsandsystemsnotes.pdf),EN
Signals and Systems Reference,[http://www-inst.eecs](http://www-inst.eecs.berkeley.edu/~ee120/fa99/summary/summary.pdf),EN
A Practical Approach to Signals and Systems,[http://coretronix.or](http://coretronix.org/A%20Practical%20Approach%20to%20Signals%20and%20Systems.pdf),EN
EE3054 Exercises,[http://eeweb.poly.ed](http://eeweb.poly.edu/iselesni/EE3054/EE3054_Exercises.pdf),EN
Lectures Slides Michael D. Adams,[https://www.ece.uvic](https://www.ece.uvic.ca/~frodo/sigsysbook/downloads/lecture_slides_for_signals_and_systems-2016-01-25.pdf),EN
Continuous-Time Signals and Systems,[https://www.ece.uvic](https://www.ece.uvic.ca/~frodo/sigsysbook/downloads/continuous_time_signals_and_systems-2013-09-11-uvic.pdf),EN
EECE 301 Signals & Systems,[http://www.ws.bingha](http://www.ws.binghamton.edu/fowler/fowler%20personal%20page/EE301_files/EECE%20301%20Note%20Set%2014%20Fourier%20Transform.pdf),EN
Class Note for Signals and Systems,[http://notesvillage.](http://notesvillage.com/upload/Book.pdf),EN
Discrete-Time Signals and Systems,[https://web.eecs.umi](https://web.eecs.umich.edu/~fessler/course/451/l/pdf/c2.pdf),EN
EG1110 Signals and Systems,[https://www.le.ac.uk](https://www.le.ac.uk/eg/mct6/teaching/eg1110/lect2_4.pdf),EN
Computer Explorations in Signals & Systems,[https://rafnem.hi.is](https://rafnem.hi.is/amstel/skoli/Computer%20Explorations%20in%20Signals%20and%20Systems.pdf),EN
Signals and Systems 2nd,[https://electronicsb](https://electronicsbookcafe.files.wordpress.com/2015/08/signals-and-systems-2nd-edition-schaums-outline-series-hwei-hsu.pdf),EN
Classification of Signal and System,[http://www.ee.nchu.e](http://www.ee.nchu.edu.tw/pic/courseitem/1438_chapter1.pdf),EN
Lecture Notes METU,[https://users.metu.e](https://users.metu.edu.tr/kamisli/lecture_notes/ee301_lectures.pdf),EN
Discrete-Time Signals and Systems,[https://www.pearsonh](https://www.pearsonhighered.com/assets/samplechapter/0/1/3/1/0131988425.pdf),EN
Signals and Systems with MATLAB,[http://fmipa.umri.ac](http://fmipa.umri.ac.id/wp-content/uploads/2016/03/Steven-T.-Karris-Signals-and-systems-with-matlab-applications.9780970951168.27593.pdf),EN
A Mathematical Introduction to Signals and Systems,[https://mast.queensu](https://mast.queensu.ca/~bahman/volume1.pdf),EN
CT and DT Systems,[https://web.stanford](https://web.stanford.edu/~kairouzp/teaching/ece310/secure/Chapter3.pdf),EN
Introduction to Communication Systems,[https://www.ece.ucsb](https://www.ece.ucsb.edu/wcsl/Publications/intro_comm_systems_madhow_jan2014b.pdf),EN
Signals and Systems: Fourier Transform,[http://ele.aut.ac.ir](http://ele.aut.ac.ir/~abdollahi/Lec_5_S12.pdf),EN
Signals and Systems Sample,[https://www.nodia.co](https://www.nodia.co.in/image/catalog/2015/08/Signal-and-System-sample-chapter.pdf),EN
Signal Processing & Linear Systems,[http://galia.fc.uasl](http://galia.fc.uaslp.mx/~mlr/Lathi1.pdf),EN
Introduction to MATLAB,[http://ee.sharif.edu](http://ee.sharif.edu/~dsp/matlab_tutorial.pdf),EN
Systems and Laplace Transform,[http://www.ee.ic.ac.](http://www.ee.ic.ac.uk/pcheung/teaching/DE2_EE/Lecture%206%20-%20Systems%20&%20Laplace%20Transform%20(x1).pdf),EN
Foundations of Signal Processing,[http://www.fourieran](http://www.fourierandwavelets.org/FSP_v1.1_2014.pdf),EN
On The Fractional Signals and Systems,[https://citeseerx.is](https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.470.779&rep=rep1&type=pdf),EN
Systems and their Properties,[http://maxim.ece.ill](http://maxim.ece.illinois.edu/teaching/fall08/lec3.pdf),EN
BEC301 Signals and Systems,[https://www.bharathu](https://www.bharathuniv.ac.in/colleges1/downloads/courseware_ece/notes/BEC301%20-%20signals%20and%20systems.pdf),EN
Complex-Valued Signals and Systems,[https://www.cs.tut.f](https://www.cs.tut.fi/kurssit/TLT-9707/presentations/Complex-Signals-and-Radios-short-2pp.pdf),EN
Python for Signal Processing,[https://doc.lagout.o](https://doc.lagout.org/programmation/python/Python%20for%20Signal%20Processing_%20Featuring%20IPython%20Notebooks%20%5BUnpingco%202013-10-10%5D.pdf),EN
Digital Signal Processing in Python,[http://greenteapress](http://greenteapress.com/thinkdsp/thinkdsp.pdf),EN
Dr Wickert's Info Center,[http://www.eas.uccs.](http://www.eas.uccs.edu/~mwickert/),EN
Signal Processing and Communications,[https://conference.s](https://conference.scipy.org/proceedings/scipy2015/pdfs/mark_wickert.pdf),EN
Systems and Signals,[https://staff.fnwi.u](https://staff.fnwi.uva.nl/r.vandenboomgaard/SP20162017/SystemsSignals/index.html),EN
Real Time Signal Processing in Python,[https://bastibe.de/2](https://bastibe.de/2012-11-02-real-time-signal-processing-in-python.html),EN
Handling Unix Signals in Python,[https://stackabuse.c](https://stackabuse.com/handling-unix-signals-in-python/),EN
Neso Academy Course,[https://www.youtube.](https://www.youtube.com/watch?v=s8rsR_TStaA&list=PLBlnK6fEyqRhG6s3jYIU48CqsT5cyiDTO),EN
Sinais e Sistemas,[http://users.isr.ist](http://users.isr.ist.utl.pt/~iml/LERCI_&_LEE/ss_10-11_sem2/AULAS_SS_v3.pdf),PT
Introdução aos Sinais e Sistemas,[http://www.univasf.e](http://www.univasf.edu.br/~edmar.nascimento/analise/analise_aula03.pdf),PT
Apostila de Sinais e Sistemas,[https://aprender.ead](https://aprender.ead.unb.br/pluginfile.php/170922/mod_resource/content/2/Stelle2005.pdf),PT
Sinais e Sistemas Capítulo 1,[http://srvd.grupoa.c](http://srvd.grupoa.com.br/uploads/imagensExtra/legado/L/LATHI_B_P/Sinais_Sistemas_Lineares_2Ed/Liberado/Cap_01.pdf),PT
Análise de Sinais e Sistemas,[http://www.cear.ufpb](http://www.cear.ufpb.br/juan/?page_id=96),PT
Sistemas e Sinais,[http://www.ece.ufrgs](http://www.ece.ufrgs.br/~eng04006/apostilas/area1.pdf),PT
Sinais e Sistemas: Conceitos Básicos,[http://www2.fsanet.c](http://www2.fsanet.com.br/Professor/Material/Material-de-Apoio/Fabio-de-Araujo-Leite/Bacharelado-em-Engenharia-Eletrica/Analise-de-Sinais-e-Sistemas/1.-Sinais---Introducao.pdf),PT
Princípios de Comunicação: Sinais e Sistemas,[https://www.feis.une](https://www.feis.unesp.br/Home/departamentos/engenhariaeletrica/optoeletronica/sinais_e_sistemas.pdf),PT
SS0910,[http://users.isr.ist](http://users.isr.ist.utl.pt/~jsm/teaching/ss/SS-0910.htm),PT
Introdução aos Sinais e Sistemas,[https://wiki.sj.ifsc](https://wiki.sj.ifsc.edu.br/wiki/images/2/25/SinaiSistemas.pdf),PT
Sinais e Sistemas Lineares,[http://www.cin.ufpe.](http://www.cin.ufpe.br/~dmg/SS-ufpe-aula-02-sinais-e-sistemas.pdf),PT
Prof. Rafael Beltrame,[http://coral.ufsm.br](http://coral.ufsm.br/beltrame/index.php/disciplinas/graduacao/sinais-e-sistemas),PT
Análise de Sinais,[https://www.novaims.](https://www.novaims.unl.pt/vlobo/escola_naval/AnaliseSinais/AnaliseSinais1_2.pdf),PT
Sinais e Sistemas Segunda Edição,[https://www.cefala.o](https://www.cefala.org/~adelino/Livros/Oppenheim_2010_Sinais_e_Sistemas_2ed.pdf),PT
Sinais e Sistemas Discretos,[http://www.l2f.inesc](http://www.l2f.inesc-id.pt/~lco/psa0203/pdf/ssd_cop.pdf),PT
Conceptos de Señales y Sistemas,[https://www.exabytei](https://www.exabyteinformatica.com/uoc/Audio/Procesamiento_de_audio/Procesamiento_de_audio_(Modulo_1).pdf),ES
Señales y Sistemas Materiales,[https://ocw.unican.e](https://ocw.unican.es/course/view.php?id=184&section=3),ES
Señales y Sistemas,[http://www.unsam.edu](http://www.unsam.edu.ar/escuelas/ciencia/alumnos/matematica_guia/apunte2parte.pdf),ES
Tema I: Señales y Sistemas,[http://enrique.sanch](http://enrique.sanchez.webs.uvigo.es/PDFs/125_TemaI-Senales.pdf),ES
Fundamentos de Señales y Sistemas,[http://www2.imse-cnm](http://www2.imse-cnm.csic.es/~rafael/SETI/SETI_03_04_transp_Tema_02.pdf),ES
Signaux & Systemes,[http://ressource.ele](http://ressource.electron.free.fr/bts/cours/SigsyPoly.pdf),FR
Signaux et Systèmes Discrets,[https://asi.insa-rou](https://asi.insa-rouen.fr/enseignement/siteUV/ti/private/Cours1_TDS.pdf),FR
Signaux et Systèmes,[http://info.usherbro](http://info.usherbrooke.ca/ogodin/enseignement/imn317/chapitres/imn317-chap02.pdf),FR
Systèmes Linéaires et Signaux,[https://cours.espci.](https://cours.espci.fr/site.php?id=89&fileid=1177),FR
Cours de Traitement du Signal,[http://hebergement.u](http://hebergement.u-psud.fr/roger.reynaud/Enseigne/TDS_cours-P1.pdf),FR
Théorie du Signal,[http://www.gipsa-lab](http://www.gipsa-lab.grenoble-inp.fr/~christian.jutten/mescours/Theorie_du_signal.pdf),FR
Signaux et Systèmes Discrets,[https://www8.umoncto](https://www8.umoncton.ca/umcm-cormier_gabriel/Signaux/GELE2511_Chapitre5.pdf),FR
Signaux et Systemes,[http://www.uqac.ca/h](http://www.uqac.ca/ht2bui/6gei500_cours1.pdf),FR
Modélisation et Analyse des Systèmes,[http://www.montefior](http://www.montefiore.ulg.ac.be/systems/SYST002/syst002-syllabus.pdf),FR
Traitement de Signal (TS),[http://www.univ-tebe](http://www.univ-tebessa.dz/fichiers/master/master_973.pdf),FR
Segnali e Sistemi,[http://automatica.de](http://automatica.dei.unipd.it/people/chiuso/teaching/segnali-e-sistemi.html),IT
Segnali e Sistemi Slides,[http://www.uniroma2.](http://www.uniroma2.it/didattica/foejz/deposito/bipoli.pdf),IT
SigSys,[http://www3.deis.uni](http://www3.deis.unibo.it/Staff/FullProf/GiovanniMarro/sigsys.pdf),IT
Trasmissione dei Segnali e Sistemi di Telecomunicazione,[https://teoriadeiseg](https://teoriadeisegnali.it/libro/html/html/),IT
Fondamenti di Segnali e Sistemi,[https://home.deib.po](https://home.deib.polimi.it/bernasco/corso_fss/indice.htm),IT
Corso di Laboratorio di Segnali e Sistemi,[https://www.roma1.in](https://www.roma1.infn.it/~luci/corso_LabSS.html),IT
Laboratorio di Sistemi e Segnali,[https://www.roma1.in](https://www.roma1.infn.it/~vignatim/didattica/LabSisSeg18.php),IT
Temi d'esame di Segnali e Sistemi,[http://ricci.unisale](http://ricci.unisalento.it/TemiSS.htm),IT
"Segnali e Sistemi, Universitá di Padova",[http://www.isib.cnr.](http://www.isib.cnr.it/control/finesso/sesi/materialedidattico.html),IT
Lezioni di Laboratorio di Segnali e Sistemi,[https://www.phys.uni](https://www.phys.uniroma1.it/DipWeb/web_disp/d2/dispense/Nigro_Seg_Sistemi.pdf),IT
AVVISI,[https://home.deib.po](https://home.deib.polimi.it/bellini/fond_segnali_trasm/fond_segnali_trasm.html),IT
Transmissione dei Segnali e Sistemi di Telecomunicazione,[http://www.cialtrone](http://www.cialtrone.it/interessi/scienza/vari/Trasmissione%20dei%20Segnali%20e%20Sistemi%20di%20Telecomunicazione.pdf),IT
Teoria dei Sistemi,[http://cse.lab.imtlu](http://cse.lab.imtlucca.it/~bemporad/teaching/tds00/pdf/slides.pdf),IT
Appunti di Teoria dei Segnali,[http://users.libero.](http://users.libero.it/sandry/teoria.pdf),IT
Signale und Systeme 1,[http://www5.tu-ilmen](http://www5.tu-ilmenau.de/nt/de/teachings/vorlesungen/signale1/index.html),DE
Signale un Systeme,[https://www4.fh-swf.](https://www4.fh-swf.de/media/downloads/fbiw/download_5/schulze/susy1/SuSy-Skript-2018-04-03-a.pdf),DE
Einführung in die Digitale Signalverarbeitung,[https://www.ak.tu-be](https://www.ak.tu-berlin.de/fileadmin/a0135/Unterrichtsmaterial/Skripte/EDS_Skript.pdf),DE
Zeitdiskrete Signale und Systeme,[https://www.nt.tuwie](https://www.nt.tuwien.ac.at/wp-content/uploads/2016/01/Doblinger_SuS_3Ed_print.pdf),DE
Signalverarbeitung,[https://www.mb.uni-s](https://www.mb.uni-siegen.de/mrt/lehre/sv/signalverarbeitung-skript.pdf),DE
Grundlagen der Signalverarbeitung 2,[http://eitidaten.fh-](http://eitidaten.fh-pforzheim.de/daten/mitarbeiter/hoeptner/SundS/Skript_Grundlagen_der_Signalverarbeitung_2_v14.pdf),DE
Musterlösung,[http://www.rhodiumte](http://www.rhodiumtec.de/Download/TIT05NSB/loesungen.pdf),DE
Etwas Signal und Systemtheorie,[http://www.iks.hs-me](http://www.iks.hs-merseburg.de/~tlange/pdf/Etwas%20Signal-%20und%20Systemtheorie.pdf),DE
"Signale und Systeme, Gudrun Flach",[https://www.htw-dres](https://www.htw-dresden.de/fileadmin/userfiles/et/Personal/Professoren/Flach/SuS_fs/sus_fern_1617.pdf),DE
Notes Systems,[https://logic.pdmi.r](https://logic.pdmi.ras.ru/~sergey/teaching/asr/notes-02-systems.pdf),RU
Signals Linear Systems,[http://www.geokniga.](http://www.geokniga.org/bookfiles/geokniga-davydov-av-signaly-i-linejnye-sistemytematicheskie-lekcii-ekaterinburgelekt.pdf),RU
Digital Signal Processing,[http://files.lib.sfu](http://files.lib.sfu-kras.ru/ebibl/umkd/50/u_lectures.pdf),RU
Digital Signal Processing,[https://www.bsuir.by](https://www.bsuir.by/m/12_100229_1_85526.pdf),RU
Radio and Chains and Signals,[http://www.vlsu.ru/f](http://www.vlsu.ru/fileadmin/Kadry_dlja_regiona/7/7-2-7/7-2-7-02_2013_Radiotekhnicheskie_Tsepy_i_Signaly.pdf),RU
Cifrovaya Obrabotka,[http://portal.tpu.ru](http://portal.tpu.ru:7777/departments/otdel/publish/izdaniya_razrabotanye_v_ramkah_IOP/Tab1/cifrovaya_obrabotka_signalov_zac.pdf),RU
Digital Processing of Signals Methods,[http://www.ict.edu.r](http://www.ict.edu.ru/ft/006185/itmo425.pdf),RU
Signal Management and Processing Systems,[http://ipmras.ru/Use](http://ipmras.ru/UserFiles/Diss/TerpelovDA/Thesises_Terpelov.pdf),RU
System Synchronization,[http://media-publish](http://media-publisher.ru/wp-content/uploads/2017/12/%D0%A1%D0%98%D0%9D%D0%A5%D0%A0%D0%9E-3-2017.pdf),RU
